선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
문승원,투수,-0.01,23,0,23,7,0,0,1,1,3,3,24.2,14,15,16.2,112,32,6,0,3,7,2,0,25,1,0,0,5.11,5.47,5.91,5.57,3.83,1.58,-0.01,SSG 랜더스,10783,160000,2022,투수,,,,,,,,,,,,,,,,,,,,,
전영준,투수,-0.01,4,1,3,1,0,0,0,0,0,0,5.0,4,4,4.2,25,7,2,0,2,3,1,0,7,0,0,1,7.2,7.2,7.56,7.21,7.52,2.0,-0.01,SSG 랜더스,15032,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김주온,투수,-0.02,5,0,5,4,0,0,0,0,0,0,4.0,5,5,3.45,20,3,1,0,1,5,0,0,4,0,0,0,11.25,11.25,7.76,7.23,8.13,2.0,-0.02,SSG 랜더스,13057,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이건욱,투수,-0.04,1,1,0,0,0,0,0,1,0,0,3.0,3,3,3.0,14,2,0,0,1,4,0,0,2,0,0,0,9.0,9.0,9.0,8.39,10.22,2.0,-0.04,SSG 랜더스,11242,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
박시후,투수,-0.04,2,0,2,1,0,0,0,0,0,0,1.0,2,2,1.5,6,3,1,0,0,0,0,0,0,0,0,0,18.0,18.0,13.5,13.65,3.78,3.0,-0.04,SSG 랜더스,14687,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김건우,투수,-0.06,2,1,1,1,0,0,0,0,0,0,3.0,3,3,3.0,17,5,1,0,1,4,0,0,1,0,0,0,9.0,9.0,9.0,8.77,11.05,3.0,-0.06,SSG 랜더스,14803,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
신헌민,투수,-0.07,1,0,1,1,0,0,0,0,0,0,1.0,1,2,2.0,5,3,0,0,0,0,0,0,1,0,0,0,9.0,18.0,18.0,17.54,1.28,3.0,-0.07,SSG 랜더스,15024,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
정성곤,투수,-0.08,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3.35,13,1,0,0,1,3,1,0,3,0,0,0,10.13,10.13,11.31,10.54,10.08,1.5,-0.08,SSG 랜더스,11321,7500,2022,투수,,,,,,,,,,,,,,,,,,,,,
조요한,투수,-0.09,23,0,23,4,0,0,2,1,0,5,19.1,14,15,13.15,89,17,1,0,2,13,4,1,15,3,0,7,6.52,6.98,6.12,5.79,5.8,1.55,-0.09,SSG 랜더스,14858,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
윤태현,투수,-0.1,3,0,3,1,0,0,0,0,0,0,2.0,2,2,2.15,10,2,0,0,0,2,0,0,2,0,1,0,9.0,9.0,9.68,10.84,4.38,2.0,-0.1,SSG 랜더스,15023,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
신재영,투수,-0.15,4,0,4,2,0,0,0,0,0,0,4.1,6,6,5.8,21,9,2,0,2,0,0,0,4,0,0,1,12.46,12.46,12.05,11.47,6.97,2.08,-0.15,SSG 랜더스,11149,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김상수,투수,-0.17,8,0,8,2,0,0,0,0,1,0,8.0,8,8,8.0,37,9,2,1,2,4,1,0,3,0,0,0,9.0,9.0,9.0,8.58,7.76,1.63,-0.17,SSG 랜더스,10427,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
노바,투수,-0.27,12,12,0,0,0,0,3,4,0,0,63.2,46,50,49.15,291,78,10,2,5,25,5,0,32,8,1,9,6.5,7.07,6.95,6.98,4.92,1.62,-0.27,SSG 랜더스,15007,75000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김태훈,투수,-0.28,9,0,9,1,0,0,0,0,1,3,5.1,6,6,6.2,30,6,1,0,2,10,0,0,1,0,0,0,10.13,10.13,10.46,10.1,13.59,3.0,-0.28,SSG 랜더스,10133,15000,2022,투수,,,,,,,,,,,,,,,,,,,,,
한두솔,투수,-0.57,8,0,8,3,0,0,0,0,0,0,5.1,10,10,10.85,30,10,2,0,0,4,0,0,1,0,0,1,16.88,16.88,18.31,17.32,5.64,2.63,-0.57,SSG 랜더스,13228,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
루친스키,투수,5.69,31,31,0,0,0,0,10,12,0,0,193.2,64,77,75.1,797,184,34,2,14,34,8,1,194,10,0,9,2.97,3.58,3.49,3.49,2.8,1.13,5.69,NC 다이노스,13932,160000,2022,투수,,,,,,,,,,,,,,,,,,,,,
구창모,투수,4.79,19,19,0,0,0,0,11,5,0,0,111.2,26,32,30.1,451,92,16,0,7,29,4,0,108,5,0,7,2.1,2.58,2.43,2.43,3.03,1.08,4.79,NC 다이노스,11353,19000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이용찬,투수,2.41,59,0,59,49,0,0,3,3,22,0,60.2,14,16,18.4,253,56,6,1,3,13,3,0,61,4,0,1,2.08,2.37,2.73,2.73,2.68,1.14,2.41,NC 다이노스,10217,40000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김시훈,투수,2.25,59,7,52,8,0,0,4,5,0,11,83.1,30,35,33.65,365,75,10,0,7,43,4,0,79,3,1,2,3.24,3.78,3.63,3.53,4.16,1.42,2.25,NC 다이노스,13080,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
신민혁,투수,1.93,26,23,3,0,0,0,4,9,0,0,118.1,60,64,61.8,521,128,30,1,15,31,10,1,105,4,1,5,4.56,4.87,4.7,4.63,4.12,1.34,1.93,NC 다이노스,13085,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김태경,투수,1.48,16,7,9,3,0,0,3,2,0,1,44.1,16,16,16.0,194,36,6,0,4,21,5,0,31,2,0,2,3.25,3.25,3.25,3.11,4.93,1.29,1.48,NC 다이노스,14593,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
김영규,투수,1.43,72,0,72,11,0,0,2,7,1,13,66.0,25,26,29.55,269,56,8,2,5,22,7,4,46,3,0,3,3.41,3.55,4.03,3.9,4.16,1.18,1.43,NC 다이노스,13088,9500,2022,투수,,,,,,,,,,,,,,,,,,,,,
송명기,투수,1.21,25,22,3,2,0,0,5,7,0,0,107.2,54,67,62.05,496,116,21,4,14,54,15,0,106,6,0,9,4.51,5.6,5.19,5.15,4.75,1.58,1.21,NC 다이노스,14155,13000,2022,투수,,,,,,,,,,,,,,,,,,,,,
원종현,투수,1.11,68,0,68,11,0,0,5,0,1,13,63.1,21,22,30.2,260,55,8,0,5,17,1,0,50,7,0,2,2.98,3.13,4.29,4.18,3.63,1.14,1.11,NC 다이노스,11161,27000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이재학,투수,1.05,26,17,9,2,0,0,3,8,0,0,91.0,48,56,52.4,406,75,14,2,5,54,8,0,72,9,1,6,4.75,5.54,5.18,5.12,4.57,1.42,1.05,NC 다이노스,10220,18000,2022,투수,,,,,,,,,,,,,,,,,,,,,
파슨스,투수,1.04,8,8,0,0,0,0,1,2,0,0,43.0,17,19,18.3,182,34,4,2,4,21,1,0,43,2,0,8,3.56,3.98,3.83,3.95,3.98,1.28,1.04,NC 다이노스,14749,44000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임정호,투수,0.34,33,0,33,1,0,0,1,2,0,6,25.0,9,11,12.2,104,21,3,1,1,7,2,0,30,1,1,0,3.24,3.96,4.39,4.5,2.38,1.12,0.34,NC 다이노스,11168,10500,2022,투수,,,,,,,,,,,,,,,,,,,,,
더모디,투수,0.22,8,8,0,0,0,0,3,5,0,0,39.2,20,27,25.3,179,42,8,0,3,13,7,0,37,3,0,1,4.54,6.13,5.74,5.75,3.92,1.39,0.22,NC 다이노스,15154,18000,2022,투수,,,,,,,,,,,,,,,,,,,,,
하준영,투수,0.22,47,0,47,7,0,0,3,0,0,4,39.0,20,22,22.5,164,28,5,0,3,14,3,1,44,2,0,2,4.62,5.08,5.19,5.32,3.23,1.08,0.22,NC 다이노스,13115,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
전사민,투수,0.12,7,0,7,2,0,0,0,0,0,0,8.1,3,4,4.0,34,5,0,0,1,6,0,0,2,1,0,0,3.24,4.32,4.32,4.33,6.84,1.32,0.12,NC 다이노스,14156,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박동수,투수,0.06,10,0,10,4,0,0,0,0,0,0,14.2,9,10,9.5,74,11,3,0,0,21,1,0,15,0,0,1,5.52,6.14,5.83,5.84,5.88,2.18,0.06,NC 다이노스,15112,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
한재승,투수,0.04,12,0,12,2,0,0,0,0,0,2,10.2,3,4,6.75,54,13,2,0,0,10,1,1,11,1,0,0,2.53,3.38,5.7,5.75,4.4,2.16,0.04,NC 다이노스,14764,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
하준수,투수,0.02,2,0,2,1,0,0,0,0,0,0,3.0,2,2,2.0,15,3,1,0,0,3,0,0,1,0,0,0,6.0,6.0,6.0,5.85,6.05,2.0,0.02,NC 다이노스,14654,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이우석,투수,-0.05,3,0,3,1,0,0,0,1,0,0,1.2,4,4,1.6,11,1,0,0,0,3,2,0,1,0,0,0,21.6,21.6,8.64,8.42,11.58,2.4,-0.05,NC 다이노스,11360,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
류진욱,투수,-0.06,51,0,51,16,0,0,4,2,0,4,46.1,25,29,30.5,214,48,7,1,2,31,4,0,37,4,1,3,4.86,5.63,5.92,5.85,4.64,1.71,-0.06,NC 다이노스,11355,7500,2022,투수,,,,,,,,,,,,,,,,,,,,,
정구범,투수,-0.06,2,0,2,1,0,0,0,0,0,0,1.1,2,2,2.0,6,1,0,0,1,1,0,0,2,0,0,0,13.5,13.5,13.5,13.16,11.28,1.5,-0.06,NC 다이노스,14595,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
조민석,투수,-0.06,18,0,18,7,0,0,0,1,0,0,16.0,8,9,10.9,76,17,1,0,2,12,2,0,14,2,0,2,4.5,5.06,6.13,6.27,5.8,1.81,-0.06,NC 다이노스,15119,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
심창민,투수,-0.18,11,0,11,2,0,0,1,2,0,0,6.1,10,10,6.25,37,9,2,0,0,7,3,0,6,0,0,2,14.21,14.21,8.88,8.45,6.31,2.53,-0.18,NC 다이노스,10720,28000,2022,투수,,,,,,,,,,,,,,,,,,,,,
강동연,투수,-0.21,6,0,6,2,0,0,0,0,0,0,8.2,10,10,10.0,44,16,5,1,2,3,1,0,3,0,0,1,10.38,10.38,10.38,10.12,7.1,2.19,-0.21,NC 다이노스,10883,4200,2022,투수,,,,,,,,,,,,,,,,,,,,,
김진호,투수,-0.4,36,0,36,8,0,0,4,0,1,0,42.2,29,30,30.9,196,53,6,0,7,20,1,0,35,2,0,10,6.12,6.33,6.52,6.48,5.21,1.71,-0.4,NC 다이노스,12897,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김건태,투수,-0.47,16,0,16,2,0,0,0,0,0,0,18.1,9,15,16.0,86,22,7,0,2,12,2,2,16,1,0,1,4.42,7.36,7.85,7.68,4.93,1.85,-0.47,NC 다이노스,10432,5300,2022,투수,,,,,,,,,,,,,,,,,,,,,
이용준,투수,-0.6,10,2,8,2,0,0,0,1,0,0,22.0,21,23,24.05,116,33,11,1,4,13,3,0,19,3,0,3,8.59,9.41,9.84,9.65,6.04,2.09,-0.6,NC 다이노스,14763,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
곽빈,투수,3.27,27,27,0,0,0,0,8,9,0,0,147.2,62,69,64.85,645,143,30,0,13,60,11,1,138,7,1,9,3.78,4.21,3.95,4.13,3.99,1.37,3.27,두산 베어스,13061,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최원준,투수,3.23,30,30,0,0,0,0,8,13,0,0,165.0,66,80,76.7,713,183,31,2,21,37,7,0,113,10,1,1,3.6,4.36,4.18,4.35,4.41,1.33,3.23,두산 베어스,12852,34000,2022,투수,,,,,,,,,,,,,,,,,,,,,
스탁,투수,2.53,29,29,0,0,0,0,9,10,0,0,165.0,66,87,83.95,722,162,24,2,9,83,10,0,138,9,0,12,3.6,4.75,4.58,4.74,4.09,1.48,2.53,두산 베어스,14999,40000,2022,투수,,,,,,,,,,,,,,,,,,,,,
정철원,투수,1.78,58,0,58,9,0,0,4,3,3,23,72.2,25,26,29.9,294,60,12,2,4,26,2,2,47,2,0,7,3.1,3.22,3.7,3.75,3.93,1.18,1.78,두산 베어스,13071,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
브랜든,투수,1.51,11,11,0,0,0,0,5,3,0,0,65.0,26,29,28.15,276,56,10,0,5,24,1,0,40,7,1,2,3.6,4.02,3.9,4.03,4.35,1.23,1.51,두산 베어스,15153,15000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김명신,투수,1.18,68,0,68,11,0,0,3,3,0,10,79.2,32,33,36.0,333,75,9,2,5,25,3,0,61,0,0,4,3.62,3.73,4.07,4.38,3.71,1.26,1.18,두산 베어스,12847,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
최승용,투수,0.85,48,15,33,2,0,0,3,7,0,5,93.1,55,59,52.15,423,104,15,4,8,43,2,0,64,9,1,1,5.3,5.69,5.03,5.23,4.58,1.58,0.85,두산 베어스,14770,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
홍건희,투수,0.49,58,0,58,38,0,0,2,9,18,9,62.0,24,30,31.85,265,58,9,0,5,21,2,3,60,2,0,4,3.48,4.35,4.62,4.89,3.42,1.27,0.49,두산 베어스,10696,25000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박정수,투수,0.32,13,0,13,2,0,0,1,1,0,0,19.2,7,7,8.6,83,17,2,0,1,9,1,0,18,1,0,1,3.2,3.2,3.94,4.23,3.68,1.32,0.32,두산 베어스,11300,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이영하,투수,0.29,21,20,1,0,0,0,6,8,0,0,98.2,54,65,61.1,462,109,14,1,5,57,6,1,83,9,0,8,4.93,5.93,5.57,5.96,4.23,1.68,0.29,두산 베어스,12568,16000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박치국,투수,0.15,15,0,15,2,0,0,1,2,0,3,11.2,7,8,5.65,51,6,0,0,0,9,3,1,12,0,0,1,5.4,6.17,4.36,4.54,4.14,1.29,0.15,두산 베어스,12850,14500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이병헌,투수,0.1,9,0,9,0,0,0,0,0,0,0,5.0,2,2,1.95,28,5,1,0,0,7,1,0,5,0,0,2,3.6,3.6,3.51,3.61,6.24,2.4,0.1,두산 베어스,15099,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박웅,투수,0.09,8,0,8,4,0,0,0,0,0,0,6.0,2,3,2.8,33,7,0,0,0,7,0,0,3,0,0,0,3.0,4.5,4.2,4.28,6.15,2.33,0.09,두산 베어스,14731,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
이형범,투수,0.02,31,0,31,14,0,0,0,1,0,0,31.0,15,17,19.0,142,34,7,0,1,11,4,0,17,4,0,2,4.35,4.94,5.52,5.93,4.3,1.45,0.02,두산 베어스,11159,8100,2022,투수,,,,,,,,,,,,,,,,,,,,,
권휘,투수,-0.02,10,0,10,1,0,0,0,0,0,1,9.1,6,6,5.85,40,8,0,0,1,5,1,0,5,0,0,2,5.79,5.79,5.64,6.17,5.71,1.39,-0.02,두산 베어스,13665,3700,2022,투수,,,,,,,,,,,,,,,,,,,,,
김지용,투수,-0.06,18,0,18,9,0,0,1,0,0,0,19.1,13,14,13.3,82,19,3,0,5,5,1,0,13,2,0,1,6.05,6.52,6.19,6.47,6.14,1.24,-0.06,두산 베어스,10747,6000,2022,투수,,,,,,,,,,,,,,,,,,,,,
미란다,투수,-0.14,3,3,0,0,0,0,0,0,0,0,7.2,7,7,7.0,43,2,2,0,0,18,1,0,8,0,0,1,8.22,8.22,8.22,9.21,8.86,2.61,-0.14,두산 베어스,14751,160000,2022,투수,,,,,,,,,,,,,,,,,,,,,
최지강,투수,-0.17,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.5,11,6,1,0,0,2,0,0,2,0,0,1,21.6,21.6,18.9,20.18,4.5,4.8,-0.17,두산 베어스,15127,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장원준,투수,-0.17,27,0,27,3,0,0,0,1,0,6,17.0,7,8,11.65,78,23,3,0,0,7,1,0,7,0,0,0,3.71,4.24,6.17,6.64,4.21,1.76,-0.17,두산 베어스,10299,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김동주,투수,-0.29,10,0,10,4,0,0,0,0,0,0,16.2,14,14,14.85,85,23,1,0,5,9,0,0,13,3,0,2,7.56,7.56,8.02,8.81,7.08,1.92,-0.29,두산 베어스,14769,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승진,투수,-0.36,35,0,35,8,0,0,3,1,0,2,31.1,23,25,22.65,140,35,2,0,5,12,1,0,29,0,1,0,6.61,7.18,6.51,6.93,4.66,1.5,-0.36,두산 베어스,12678,11000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임창민,투수,-0.39,32,0,32,10,0,0,0,0,2,6,27.1,12,15,19.1,124,26,1,0,3,10,3,0,21,4,0,1,3.95,4.94,6.29,6.61,4.64,1.32,-0.39,두산 베어스,10452,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김강률,투수,-0.42,26,0,26,17,0,0,3,4,9,1,24.2,12,13,16.8,110,28,6,0,2,8,2,2,15,1,0,1,4.38,4.74,6.13,6.53,4.36,1.46,-0.42,두산 베어스,10690,22500,2022,투수,,,,,,,,,,,,,,,,,,,,,
박신지,투수,-0.68,29,9,20,2,0,0,1,6,0,0,61.2,46,50,49.3,313,84,12,1,7,40,5,0,38,7,0,4,6.71,7.3,7.2,7.5,5.86,2.01,-0.68,두산 베어스,13070,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
이현승,투수,-0.74,23,0,23,0,0,0,1,0,0,2,8.2,6,6,10.35,43,13,1,2,2,4,1,0,9,0,0,0,6.23,6.23,10.75,11.64,5.72,1.96,-0.74,두산 베어스,10221,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
전창민,투수,-0.77,9,0,9,2,0,0,0,0,0,0,9.1,20,20,18.8,52,17,4,1,2,8,0,0,3,0,0,0,19.29,19.29,18.13,17.43,8.19,2.68,-0.77,두산 베어스,14171,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
윤명준,투수,-0.98,20,0,20,5,0,0,1,1,0,0,22.1,21,24,25.2,109,33,6,2,8,8,1,1,15,2,0,2,8.46,9.67,10.16,10.65,7.48,1.84,-0.98,두산 베어스,10885,14000,2022,투수,,,,,,,,,,,,,,,,,,,,,
안우진,투수,8.64,30,30,0,1,1,0,15,8,0,0,196.0,46,51,50.65,766,131,36,4,4,55,4,1,224,6,1,7,2.11,2.34,2.33,2.36,2.09,0.95,8.64,키움 히어로즈,13091,15000,2022,투수,,,,,,,,,,,,,,,,,,,,,
요키시,투수,6.47,30,30,0,0,0,0,10,8,0,0,185.1,53,61,59.8,746,169,31,3,8,33,5,0,154,13,0,2,2.57,2.96,2.9,3.06,2.86,1.09,6.47,키움 히어로즈,13940,90000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김재웅,투수,2.88,65,0,65,18,0,0,3,2,13,27,62.2,14,14,15.4,254,39,8,1,4,29,4,2,56,1,0,4,2.01,2.01,2.21,2.3,3.84,1.09,2.88,키움 히어로즈,12858,10400,2022,투수,,,,,,,,,,,,,,,,,,,,,
애플러,투수,2.55,33,25,8,2,1,1,6,8,0,0,140.1,67,69,68.3,622,172,34,1,13,40,6,1,86,8,0,4,4.3,4.43,4.38,4.46,4.37,1.51,2.55,키움 히어로즈,15005,27500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최원태,투수,2.23,26,20,6,0,0,0,7,5,0,0,105.2,44,50,46.75,446,93,25,0,5,40,5,0,63,7,0,5,3.75,4.26,3.98,4.15,4.18,1.26,2.23,키움 히어로즈,11379,31000,2022,투수,,,,,,,,,,,,,,,,,,,,,
한현희,투수,1.12,21,14,7,0,0,0,6,4,0,0,77.2,41,44,41.25,346,83,20,1,9,24,8,0,59,5,0,2,4.75,5.1,4.78,4.81,4.54,1.38,1.12,키움 히어로즈,10863,25000,2022,투수,,,,,,,,,,,,,,,,,,,,,
문성현,투수,1.08,45,0,45,15,0,0,0,1,13,9,41.1,15,16,16.5,168,34,5,0,3,14,1,0,32,2,0,2,3.27,3.48,3.59,3.62,3.84,1.16,1.08,키움 히어로즈,10437,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승호,투수,0.9,53,0,53,15,0,0,3,2,10,10,50.1,20,20,22.6,215,44,9,0,7,27,3,1,44,1,0,6,3.58,3.58,4.04,4.21,5.1,1.41,0.9,키움 히어로즈,12865,8500,2022,투수,,,,,,,,,,,,,,,,,,,,,
정찬헌,투수,0.58,20,20,0,0,0,0,5,6,0,0,87.1,52,55,53.8,390,106,21,0,13,28,6,2,42,6,0,3,5.36,5.67,5.54,5.64,5.56,1.53,0.58,키움 히어로즈,10533,28000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김태훈,투수,0.53,43,0,43,12,0,0,3,2,9,10,43.0,15,18,21.05,188,40,7,0,3,20,2,2,34,5,0,2,3.14,3.77,4.41,4.6,4.15,1.4,0.53,키움 히어로즈,10871,19000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박승주,투수,0.4,27,0,27,11,0,0,1,0,0,0,25.0,12,12,10.6,116,20,4,1,3,21,3,0,22,0,0,2,4.32,4.32,3.82,4.12,5.99,1.64,0.4,키움 히어로즈,12989,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
김준형,투수,0.4,12,0,12,2,0,0,0,1,0,0,13.1,3,3,4.05,61,9,1,0,0,13,2,0,6,0,0,3,2.03,2.03,2.73,2.88,6.15,1.65,0.4,키움 히어로즈,14848,4200,2022,투수,,,,,,,,,,,,,,,,,,,,,
김동혁,투수,0.23,24,0,24,6,0,0,2,1,0,3,26.2,14,14,14.55,115,28,12,2,0,11,1,2,18,0,0,1,4.73,4.73,4.91,5.03,3.26,1.46,0.23,키움 히어로즈,14674,6000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이명종,투수,0.07,27,0,27,6,0,0,4,1,0,4,27.1,16,17,17.0,126,28,4,0,3,16,2,1,20,0,0,1,5.27,5.6,5.6,5.64,5.3,1.61,0.07,키움 히어로즈,15073,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김선기,투수,0.06,26,2,24,4,0,0,3,1,1,4,36.2,21,24,22.65,167,39,9,0,1,19,2,1,30,3,0,1,5.15,5.89,5.56,5.57,3.84,1.58,0.06,키움 히어로즈,13092,6300,2022,투수,,,,,,,,,,,,,,,,,,,,,
윤정현,투수,0.06,17,2,15,2,0,0,1,1,0,4,22.2,16,17,13.75,106,27,3,0,2,12,5,1,17,0,0,0,6.35,6.75,5.46,5.42,5.15,1.72,0.06,키움 히어로즈,14131,4100,2022,투수,,,,,,,,,,,,,,,,,,,,,
이영준,투수,-0.03,26,0,26,6,0,0,2,2,0,4,21.0,10,12,12.85,102,27,2,0,0,13,2,1,16,3,0,1,4.29,5.14,5.51,5.8,3.95,1.9,-0.03,키움 히어로즈,12997,6000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장재영,투수,-0.12,14,0,14,3,0,0,0,0,0,0,14.0,12,12,11.3,70,23,4,0,2,7,1,0,19,0,0,1,7.71,7.71,7.26,7.38,3.86,2.14,-0.12,키움 히어로즈,14784,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
주승우,투수,-0.15,4,1,3,1,0,0,0,0,0,0,3.1,4,5,5.0,23,5,0,0,1,7,0,0,4,1,0,0,10.8,13.5,13.5,14.31,10.86,3.6,-0.15,키움 히어로즈,15067,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
양현,투수,-0.19,25,0,25,7,0,0,3,2,2,5,36.2,21,23,24.2,167,39,5,0,4,17,1,2,14,4,0,1,5.15,5.65,5.94,6.01,5.48,1.53,-0.19,키움 히어로즈,10730,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
